date,北向净流入,北向买入,北向卖出,南向净流入,南向买入,南向卖出
2019-11-12,-36.72,161.21,88.6,19.92,57.55,119.43
2019-11-13,20.27,5.87,145.95,-19.72,34.62,86.68
2019-11-14,91.86,49.9,158.27,28.73,2.15,-10.65
2019-11-15,28.49,118.12,135.5,9.53,88.05,46.73
2019-11-18,-39.73,70.75,146.1,15.86,47.18,101.39
2019-11-19,8.18,19.3,73.13,1.1,67.83,25.04
2019-11-20,-2.73,84.13,68.08,45.33,80.85,37.17
2019-11-21,-51.36,143.87,115.95,29.39,54.47,0.54
2019-11-22,4.38,107.6,64.01,-16.73,30.02,77.73
2019-11-25,32.6,110.69,140.63,-12.29,88.37,103.71
2019-11-26,-51.21,127.24,98.47,22.07,63.79,47.23
2019-11-27,32.96,96.67,76.66,6.54,39.66,1.68
2019-11-28,-120.92,179.75,143.51,2.22,21.96,49.13
2019-11-29,-33.0,90.57,144.74,19.82,77.03,56.57
2019-12-02,18.14,10.98,98.13,99.52,52.23,59.18
2019-12-03,19.89,105.02,27.19,-14.63,7.32,87.66
2019-12-04,45.74,124.96,69.27,7.32,42.74,-2.89
2019-12-05,-11.92,151.14,139.22,-7.89,57.56,39.68
2019-12-06,-28.63,75.43,151.19,58.58,77.83,35.28
2019-12-09,-109.18,113.39,90.31,-22.72,42.16,35.97
2019-12-10,-33.35,78.27,11.54,10.14,59.13,47.63
2019-12-11,-51.13,56.42,23.83,59.43,43.2,81.7
2019-12-12,51.87,101.71,134.52,15.14,81.63,43.14
2019-12-13,35.12,127.81,44.29,-34.24,59.07,3.36
2019-12-16,11.56,115.19,110.97,8.11,14.75,44.2
2019-12-17,56.04,152.74,85.98,-27.89,89.22,32.6
2019-12-18,80.38,84.19,18.5,-3.38,19.59,-25.15
2019-12-19,44.76,38.25,111.56,22.72,79.22,39.25
2019-12-20,-18.67,145.16,139.14,-25.63,69.95,64.99
2019-12-23,-35.81,104.62,154.89,-16.55,42.67,64.41
2019-12-24,47.59,60.49,34.32,-23.79,68.21,74.73
2019-12-25,115.62,145.93,137.96,-27.71,13.98,63.33
2019-12-26,33.87,164.6,102.3,-5.39,43.46,103.42
2019-12-27,-25.19,114.28,92.96,34.89,44.69,20.32
2019-12-30,31.49,13.47,228.48,8.09,51.36,63.67
2019-12-31,-38.54,150.98,107.65,5.45,23.48,61.71
2020-01-01,-81.87,85.52,79.89,19.91,105.05,45.83
2020-01-02,18.37,152.64,112.09,-35.97,71.8,39.55
2020-01-03,-26.49,-28.32,94.05,-5.12,47.02,54.98
2020-01-06,74.73,174.39,56.89,1.14,110.88,75.29
2020-01-07,-142.85,128.26,118.24,0.33,104.26,63.69
2020-01-08,-25.67,27.14,76.13,30.36,25.12,61.1
2020-01-09,9.17,176.21,91.33,54.91,23.73,61.69
2020-01-10,-17.85,95.56,162.61,41.34,77.34,72.99
2020-01-13,-1.71,47.36,62.64,-59.31,57.9,86.4
2020-01-14,65.92,175.93,53.28,-4.91,79.35,-5.48
2020-01-15,-69.86,182.48,64.69,-64.3,29.07,65.59
2020-01-16,-60.49,44.48,118.59,-51.8,27.73,41.01
2020-01-17,-61.23,46.6,95.61,49.54,46.84,41.03
2020-01-20,53.14,129.93,225.33,-4.87,69.45,33.47
2020-01-21,-21.72,114.03,35.85,4.92,42.44,32.45
2020-01-22,4.98,197.48,43.7,-19.74,90.7,94.76
2020-01-23,-76.03,135.64,128.62,-0.16,22.83,79.68
2020-01-24,-59.92,89.72,79.63,-67.3,78.43,88.51
2020-01-27,-11.61,211.34,104.8,-79.98,34.39,68.37
2020-01-28,148.11,68.68,147.22,-39.36,79.8,68.86
2020-01-29,-35.49,165.98,90.87,9.38,71.53,38.96
2020-01-30,-52.93,149.2,70.82,2.94,30.59,42.22
2020-01-31,42.68,52.67,118.22,18.34,37.88,-29.54
2020-02-03,22.21,28.28,29.36,7.58,25.26,38.06
2020-02-04,-133.58,7.2,100.42,17.49,69.02,62.4
2020-02-05,17.27,112.77,170.26,44.51,24.22,23.93
2020-02-06,-39.07,118.16,96.82,-42.85,27.57,71.46
2020-02-07,15.24,224.44,136.79,30.46,49.87,44.73
2020-02-10,-5.63,75.52,84.55,1.22,74.81,56.65
2020-02-11,71.76,92.65,81.24,-20.35,64.39,122.46
2020-02-12,3.03,112.71,112.98,5.55,53.29,94.45
2020-02-13,-40.1,100.82,120.86,-32.34,-13.74,99.48
2020-02-14,28.68,112.59,234.38,-6.45,33.93,104.46
2020-02-17,-71.6,98.82,18.03,5.84,49.96,87.82
2020-02-18,-88.18,83.46,113.81,-19.12,87.71,102.78
2020-02-19,10.05,106.41,95.84,24.67,47.31,94.32
2020-02-20,-63.33,72.56,60.99,-44.01,42.09,29.13
2020-02-21,30.32,30.17,125.91,-16.28,21.79,65.72
2020-02-24,14.9,130.34,83.7,21.42,49.88,41.55
2020-02-25,2.18,76.6,-16.83,-43.46,32.26,-8.51
2020-02-26,52.18,55.32,64.27,-9.16,90.96,105.29
2020-02-27,41.71,150.17,62.04,-49.78,93.88,79.16
2020-02-28,22.66,78.61,137.66,24.8,35.52,55.67
2020-03-02,32.46,58.46,140.32,-3.56,45.76,49.38
2020-03-03,27.53,121.42,114.23,-10.51,14.42,121.8
2020-03-04,18.37,49.23,69.24,37.93,35.88,34.51
2020-03-05,-59.86,37.89,64.19,4.79,2.8,55.44
2020-03-06,-141.33,98.32,50.64,-17.38,78.82,70.91
2020-03-09,-90.43,146.5,179.27,-31.17,39.12,78.38
2020-03-10,-46.79,86.49,116.98,7.46,10.02,58.41
2020-03-11,28.74,89.29,36.39,-6.52,47.22,137.15
2020-03-12,-84.53,183.41,129.95,-1.94,54.52,46.57
2020-03-13,-16.66,99.89,81.43,-30.41,75.63,14.19
2020-03-16,-9.94,90.24,166.64,20.21,52.6,102.8
2020-03-17,11.76,136.22,95.44,-20.8,77.78,89.96
2020-03-18,33.42,132.49,17.37,66.73,65.22,68.32
2020-03-19,-2.74,-3.1,16.67,-36.77,33.04,33.06
2020-03-20,4.37,63.32,202.68,26.67,46.97,79.03
2020-03-23,-91.02,192.63,122.15,1.43,90.09,102.95
2020-03-24,-24.37,123.88,172.34,-27.39,124.1,5.13
2020-03-25,-24.47,91.68,165.49,11.53,22.36,117.18
2020-03-26,85.58,202.0,44.43,9.9,16.06,52.32
2020-03-27,73.24,163.95,83.1,-5.65,95.44,67.65
2020-03-30,66.7,93.3,-16.71,-14.7,107.23,6.69
2020-03-31,6.99,149.04,37.02,-46.96,65.77,48.08
2020-04-01,-8.09,113.54,136.05,48.92,91.42,40.9
2020-04-02,-41.98,124.5,104.84,15.54,51.35,35.22
2020-04-03,-17.69,83.74,76.73,-2.3,66.75,13.32
2020-04-06,-85.84,-16.5,152.33,6.58,61.11,18.6
2020-04-07,-36.54,35.59,97.02,-48.05,45.79,9.3
2020-04-08,-44.97,15.6,112.54,40.56,60.29,83.23
2020-04-09,-12.97,47.59,58.84,14.86,15.38,74.98
2020-04-10,184.54,33.17,63.99,-16.16,95.9,75.4
2020-04-13,77.6,64.16,88.77,-6.13,83.18,74.05
2020-04-14,-48.79,132.82,128.58,8.69,48.5,38.51
2020-04-15,72.14,144.59,60.85,5.93,45.54,23.58
2020-04-16,-36.89,93.95,62.39,-25.97,46.26,80.85
2020-04-17,-61.18,20.93,94.67,-31.4,71.53,40.73
2020-04-20,-0.54,196.51,64.6,10.94,39.6,22.83
2020-04-21,-31.15,89.33,156.5,-75.07,11.67,76.53
2020-04-22,-60.3,79.37,129.92,6.87,56.73,57.06
2020-04-23,-27.35,47.81,137.27,-14.21,43.05,40.68
2020-04-24,-9.8,109.43,86.45,15.44,69.33,63.02
2020-04-27,105.37,20.59,120.41,-13.25,53.84,51.56
2020-04-28,-52.58,73.33,114.28,51.46,24.27,76.83
2020-04-29,-23.84,138.71,159.54,-11.56,32.9,41.21
2020-04-30,64.22,40.57,86.46,30.23,44.3,26.02
2020-05-01,-38.7,-1.94,41.26,-37.38,30.46,52.39
2020-05-04,-24.18,137.42,153.68,-16.84,35.22,-4.14
2020-05-05,-54.99,159.56,78.5,14.02,69.99,90.49
2020-05-06,-14.87,28.13,172.53,-53.76,60.36,45.23
2020-05-07,8.22,173.26,79.41,28.06,64.91,22.38
2020-05-08,-46.25,77.96,80.02,43.0,1.09,74.78
2020-05-11,70.43,38.02,121.01,53.23,73.3,76.52
2020-05-12,-74.88,19.3,136.03,12.64,68.06,34.91
2020-05-13,-27.55,168.0,69.73,-18.63,30.51,9.22
2020-05-14,-31.52,128.65,102.62,39.41,-29.17,56.18
2020-05-15,-16.29,15.45,80.43,16.73,122.37,42.9
2020-05-18,-83.36,75.32,124.65,-40.64,24.01,76.68
2020-05-19,-51.22,70.49,152.71,-5.84,7.11,29.65
2020-05-20,-18.27,160.86,208.9,25.78,29.76,38.96
2020-05-21,35.48,91.79,91.56,15.3,47.52,32.14
2020-05-22,18.16,201.37,34.16,-16.05,47.37,66.03
2020-05-25,-13.1,130.7,110.2,33.53,59.27,12.99
2020-05-26,-16.38,142.09,132.77,-46.78,82.82,47.39
2020-05-27,79.69,164.95,60.79,44.12,40.73,34.37
2020-05-28,-12.14,56.85,124.09,19.53,54.89,40.49
2020-05-29,3.95,139.33,125.28,28.28,27.27,10.85
2020-06-01,1.24,80.05,189.37,38.41,41.11,45.04
2020-06-02,10.83,22.6,61.19,8.77,16.26,39.47
2020-06-03,16.6,112.86,127.58,6.17,22.78,54.4
2020-06-04,-9.45,133.71,68.23,-9.61,104.43,41.71
2020-06-05,49.16,140.77,101.25,-46.38,31.73,32.61
2020-06-08,37.2,81.4,84.41,14.46,67.19,40.67
2020-06-09,11.6,53.65,121.18,21.66,106.06,8.01
2020-06-10,92.22,144.77,80.53,-51.24,75.14,59.32
2020-06-11,-60.66,69.96,107.02,37.65,73.74,35.34
2020-06-12,5.63,127.15,109.34,-4.6,49.06,14.93
2020-06-15,36.17,22.28,-3.19,4.91,74.46,116.74
2020-06-16,-40.49,134.68,56.72,-47.32,34.81,66.03
2020-06-17,24.97,111.6,86.18,-11.46,116.69,50.1
2020-06-18,-12.67,85.41,59.94,28.93,9.95,31.63
2020-06-19,-58.2,96.48,120.72,-30.67,18.05,98.64
2020-06-22,33.04,101.55,118.3,-37.02,80.49,43.71
2020-06-23,-49.31,107.71,50.15,0.31,70.67,37.44
2020-06-24,-32.67,89.86,115.12,-19.68,8.43,-12.04
2020-06-25,-14.54,125.58,59.42,10.65,87.96,44.59
2020-06-26,-32.84,93.29,58.99,-48.68,49.55,64.61
2020-06-29,-35.62,-12.07,121.26,4.72,76.11,73.46
2020-06-30,-19.22,-6.45,73.35,25.04,2.81,67.74
2020-07-01,-28.31,159.89,102.83,1.21,56.59,129.17
2020-07-02,53.0,33.18,127.95,-23.55,76.41,55.53
2020-07-03,-7.74,-5.4,91.87,66.62,-8.76,103.8
2020-07-06,71.24,201.99,167.35,-5.47,40.19,102.46
2020-07-07,-19.16,186.01,107.46,27.76,62.83,14.58
2020-07-08,50.91,213.9,122.32,15.29,38.83,53.01
2020-07-09,-36.9,29.42,100.54,-4.16,-13.39,63.69
2020-07-10,-78.11,166.41,-12.24,-26.4,100.12,30.85
2020-07-13,-8.47,106.24,124.78,60.51,43.93,86.29
2020-07-14,-98.35,159.77,38.24,-21.34,22.44,-0.39
2020-07-15,54.02,81.93,128.05,-21.16,51.41,97.06
2020-07-16,24.27,71.27,134.9,44.73,28.7,-3.0
2020-07-17,12.98,97.66,99.29,-4.01,76.96,36.36
2020-07-20,-21.07,190.77,101.96,-9.0,58.66,54.95
2020-07-21,-0.2,192.59,99.91,-0.88,74.9,82.54
2020-07-22,-19.07,98.94,109.47,-26.29,49.81,45.75
2020-07-23,81.85,140.45,130.74,1.39,26.78,16.71
2020-07-24,19.49,136.08,92.72,-42.75,91.54,41.84
2020-07-27,-30.94,196.74,38.04,11.62,30.96,104.79
2020-07-28,-41.14,198.06,131.83,-33.03,80.61,36.24
2020-07-29,43.35,95.47,53.49,-4.34,68.87,58.37
2020-07-30,-1.44,131.4,91.9,20.66,5.01,36.97
2020-07-31,52.0,88.18,73.2,-51.86,20.46,100.78
2020-08-03,7.18,71.48,135.13,38.72,56.81,28.13
2020-08-04,41.87,106.44,21.07,-15.97,52.03,70.7
2020-08-05,-115.51,120.53,63.81,57.26,-22.92,43.27
2020-08-06,22.54,41.48,73.41,5.68,88.07,76.65
2020-08-07,-39.23,96.4,211.53,2.28,76.02,54.28
2020-08-10,41.95,68.78,58.13,63.73,40.66,77.32
2020-08-11,45.69,69.49,107.09,5.07,-15.75,42.98
2020-08-12,26.83,40.04,79.82,-34.98,62.65,47.12
2020-08-13,0.38,136.72,115.7,102.41,0.63,0.0
2020-08-14,2.24,143.26,30.21,-2.03,33.79,41.08
2020-08-17,5.56,131.64,121.51,57.32,17.65,37.34
2020-08-18,6.05,74.62,144.67,21.51,43.19,22.28
2020-08-19,-67.36,136.39,147.81,-19.85,23.33,30.68
2020-08-20,24.18,85.63,127.55,4.25,38.02,23.14
2020-08-21,7.05,127.32,49.08,-18.06,34.08,73.83
2020-08-24,-24.45,153.36,110.45,-26.06,3.9,26.88
2020-08-25,61.01,41.31,17.42,-37.57,15.87,4.55
2020-08-26,-18.06,196.6,130.54,-12.51,88.21,48.28
2020-08-27,29.79,142.59,125.34,33.18,68.59,47.93
2020-08-28,54.68,91.95,74.05,-12.27,108.28,42.5
2020-08-31,101.74,132.23,111.29,12.79,83.69,93.66
2020-09-01,2.18,110.36,-8.05,-9.55,82.74,57.82
2020-09-02,35.72,51.34,54.82,-16.47,82.16,101.19
2020-09-03,-80.39,94.83,84.4,-18.45,45.27,9.16
2020-09-04,-3.55,108.33,70.75,28.31,76.85,87.53
2020-09-07,-24.93,152.15,239.1,38.16,53.2,47.51
2020-09-08,15.24,127.76,97.77,8.44,22.16,123.41
2020-09-09,-82.74,58.28,164.87,26.68,21.86,69.62
2020-09-10,36.25,188.64,112.53,19.61,74.98,35.5
2020-09-11,24.9,80.59,136.06,7.87,94.61,43.01
2020-09-14,59.82,30.54,187.39,4.9,24.67,35.62
2020-09-15,3.47,31.21,45.05,-8.25,44.37,44.54
2020-09-16,-2.26,64.04,61.89,-1.39,33.47,106.39
2020-09-17,3.06,156.4,82.62,-26.87,-0.79,46.35
2020-09-18,31.34,78.48,227.74,3.71,88.26,20.62
2020-09-21,-71.67,101.07,107.42,24.49,41.45,112.89
2020-09-22,59.67,63.11,124.58,-42.1,91.32,40.1
2020-09-23,-17.8,31.74,74.2,10.38,102.35,55.32
2020-09-24,-90.71,160.49,169.84,1.53,34.85,8.62
2020-09-25,18.61,63.71,94.34,31.29,26.08,49.89
2020-09-28,98.96,67.21,69.65,-39.64,95.07,-13.48
2020-09-29,-30.48,175.03,67.0,-7.0,59.19,96.18
2020-09-30,-52.07,20.81,108.6,-12.13,92.25,90.9
2020-10-01,-133.94,34.08,117.86,3.25,45.37,53.53
2020-10-02,-87.85,87.86,58.96,-41.36,45.02,73.92
2020-10-05,16.47,100.63,19.71,25.32,10.8,25.16
2020-10-06,-36.42,115.05,100.2,-60.77,27.81,27.28
2020-10-07,26.06,190.09,61.23,19.63,47.29,51.5
2020-10-08,-32.52,123.95,57.43,-36.71,31.06,66.13
2020-10-09,31.03,124.93,120.02,-17.72,9.2,45.64
2020-10-12,-38.48,134.46,14.96,89.51,6.38,20.05
2020-10-13,64.24,137.03,28.48,33.38,19.68,41.08
2020-10-14,-29.66,142.04,205.52,-32.47,19.27,65.31
2020-10-15,109.41,30.97,110.7,-11.1,91.56,85.36
2020-10-16,-24.43,108.43,93.47,42.25,-3.4,58.01
2020-10-19,-22.92,59.31,156.63,-3.36,23.78,17.02
2020-10-20,65.85,50.78,39.38,-1.0,35.91,48.24
2020-10-21,86.03,166.95,76.04,-16.45,-23.76,63.38
2020-10-22,-52.17,175.57,58.48,-6.72,25.19,-10.84
2020-10-23,-82.52,158.97,93.17,12.27,1.82,23.27
2020-10-26,63.07,126.68,19.04,54.35,2.65,57.3
2020-10-27,-23.89,81.43,141.59,-23.11,46.47,102.52
2020-10-28,-61.48,102.51,160.48,6.25,-54.46,83.17
2020-10-29,63.69,178.97,117.92,-1.18,80.78,39.57
2020-10-30,-77.56,192.7,132.68,-31.98,57.41,68.95
2020-11-02,0.79,128.93,61.3,36.8,25.02,67.02
2020-11-03,26.83,92.26,172.92,35.53,48.63,54.42
2020-11-04,44.19,86.61,173.44,-14.91,29.35,4.2
2020-11-05,53.69,127.23,50.92,28.0,36.5,83.1
2020-11-06,-46.43,100.35,21.31,1.26,9.58,16.91
2020-11-09,22.4,117.06,167.1,-40.43,24.53,72.98
2020-11-10,21.4,55.41,122.66,3.94,20.45,97.25
2020-11-11,79.06,121.42,60.33,-49.44,22.74,49.4
2020-11-12,28.43,196.38,100.06,0.2,77.16,82.86
2020-11-13,-55.02,-2.19,90.7,6.04,52.98,30.74
2020-11-16,-64.16,85.83,71.32,-75.16,26.61,101.48
2020-11-17,-25.44,138.48,55.5,0.3,27.16,8.78
2020-11-18,118.03,89.32,94.63,21.48,75.11,44.27
2020-11-19,-6.01,53.29,143.28,13.71,5.79,49.07
2020-11-20,-50.44,10.04,39.67,-12.13,24.87,22.58
2020-11-23,9.89,3.64,70.13,8.65,49.08,23.3
2020-11-24,51.63,147.36,79.59,-16.18,-11.41,50.54
2020-11-25,19.67,92.85,30.27,3.87,92.34,110.5
2020-11-26,-11.92,88.48,173.76,4.79,16.66,80.21
2020-11-27,87.18,43.11,26.52,-24.18,25.53,12.44
2020-11-30,56.3,55.73,140.07,-15.21,25.25,46.63
2020-12-01,61.18,111.87,170.96,-52.8,67.76,98.02
2020-12-02,-49.18,123.51,72.03,4.7,24.87,98.98
2020-12-03,-36.71,113.33,238.54,-2.68,79.99,57.57
2020-12-04,-33.6,119.71,146.37,-24.66,6.37,37.55
2020-12-07,-3.84,155.42,80.31,-19.04,96.51,83.09
2020-12-08,6.03,34.13,75.14,7.57,92.35,50.74
2020-12-09,-73.58,31.09,58.97,30.02,75.81,83.52
2020-12-10,-54.09,124.73,2.66,-21.02,59.02,16.76
2020-12-11,8.6,107.06,64.8,-34.96,16.35,9.53
2020-12-14,19.62,81.94,139.98,-26.97,4.27,51.27
2020-12-15,91.09,195.73,75.28,45.07,65.36,8.24
2020-12-16,3.33,38.66,75.43,76.19,45.42,51.79
2020-12-17,51.24,99.01,171.49,-31.84,60.97,122.4
2020-12-18,-97.71,69.28,100.89,38.27,44.36,27.14
2020-12-21,21.08,106.17,81.2,45.12,150.15,86.98
2020-12-22,-76.73,101.66,22.31,10.16,81.86,7.13
2020-12-23,-44.38,101.88,49.84,-32.12,45.59,59.66
2020-12-24,6.36,60.14,62.2,-4.38,59.15,10.99
2020-12-25,6.05,50.78,140.28,-22.95,62.54,66.24
2020-12-28,-33.34,165.78,44.49,20.87,58.44,-19.7
2020-12-29,35.19,59.88,99.2,13.82,26.17,49.94
2020-12-30,-87.8,111.94,63.01,5.85,23.89,43.83
2020-12-31,-26.19,71.69,70.46,-17.59,57.04,68.76
2021-01-01,9.66,124.3,87.08,-24.17,72.58,20.29
2021-01-04,-25.34,98.56,126.62,-3.77,54.89,50.64
2021-01-05,10.51,127.98,37.96,4.89,26.67,42.22
2021-01-06,99.75,184.49,37.95,-62.66,25.94,22.14
2021-01-07,-27.43,42.39,119.14,12.73,31.49,84.54
2021-01-08,-6.21,153.84,150.95,-11.02,95.48,13.53
2021-01-11,-47.36,26.27,137.11,20.77,14.73,43.48
2021-01-12,-63.97,138.58,77.06,-5.43,1.26,68.15
2021-01-13,-10.58,108.12,118.17,14.11,41.4,65.08
2021-01-14,47.65,164.18,110.56,-5.38,37.41,64.14
2021-01-15,-41.77,62.47,133.5,16.49,58.7,33.46
2021-01-18,54.76,131.57,55.41,5.08,80.06,18.12
2021-01-19,14.48,83.88,138.6,33.66,81.17,-17.93
2021-01-20,-59.99,193.6,110.15,17.41,45.6,22.88
2021-01-21,-71.47,179.2,151.82,18.79,35.0,21.98
2021-01-22,-63.77,99.09,191.16,37.96,14.5,74.85
2021-01-25,16.87,77.41,29.41,40.18,61.53,53.66
2021-01-26,-14.0,219.63,87.27,13.41,28.8,133.87
2021-01-27,58.25,125.95,91.57,-34.66,73.63,11.18
2021-01-28,-9.47,171.71,90.62,-7.39,33.58,46.58
2021-01-29,12.31,82.11,94.46,19.86,73.28,45.52
2021-02-01,41.79,-44.73,65.03,40.57,82.06,68.79
2021-02-02,99.2,111.58,167.35,-11.36,63.98,43.09
2021-02-03,-73.1,171.6,41.94,-64.91,41.35,-6.18
2021-02-04,55.68,96.83,9.25,-60.04,112.84,57.46
2021-02-05,1.43,84.63,54.47,-6.99,82.27,59.77
2021-02-08,41.15,111.55,149.23,0.82,7.93,-4.15
2021-02-09,-18.87,47.51,161.6,-34.79,28.63,-29.15
2021-02-10,68.28,128.45,41.71,40.0,83.02,54.03
2021-02-11,-40.52,95.66,112.66,36.33,42.99,46.43
2021-02-12,22.23,88.92,24.87,-24.48,49.27,54.65
2021-02-15,24.1,69.72,49.13,18.12,94.74,68.54
2021-02-16,52.74,127.05,37.22,57.82,19.07,19.27
2021-02-17,-59.64,120.7,80.29,-11.88,38.3,51.42
2021-02-18,-82.86,253.42,206.02,-18.53,85.97,50.85
2021-02-19,89.43,203.17,104.25,-46.45,29.08,-65.73
2021-02-22,63.18,54.77,95.6,12.4,35.63,24.93
2021-02-23,-12.15,42.95,149.59,20.48,86.6,68.65
2021-02-24,0.4,78.22,53.59,19.89,73.13,7.0
2021-02-25,-60.56,101.31,101.26,44.17,74.25,97.61
2021-02-26,87.22,144.69,118.39,16.81,97.58,72.78
2021-03-01,-75.2,73.21,133.57,13.97,22.59,31.1
2021-03-02,25.41,33.86,113.41,-6.95,107.05,66.14
2021-03-03,-0.28,153.11,42.39,-47.42,89.57,70.54
2021-03-04,53.68,125.87,152.28,43.33,18.01,52.46
2021-03-05,59.44,96.6,130.52,-74.12,5.02,47.48
2021-03-08,-53.33,161.74,31.72,16.44,-26.33,59.67
2021-03-09,-46.82,135.02,81.56,-1.05,75.1,49.85
2021-03-10,15.22,121.01,10.37,-37.01,62.18,45.39
2021-03-11,-79.85,93.94,181.28,-78.26,47.78,86.59
2021-03-12,51.51,184.33,141.08,11.57,53.72,71.51
2021-03-15,29.91,5.51,-43.35,70.39,19.98,37.23
2021-03-16,-97.01,19.76,29.11,1.34,42.58,100.54
2021-03-17,89.46,195.98,61.26,10.98,13.88,36.49
2021-03-18,-39.95,86.61,122.54,-19.97,76.21,23.45
2021-03-19,46.13,72.94,136.37,-39.47,22.09,51.44
2021-03-22,-48.77,95.45,198.17,44.68,13.59,57.14
2021-03-23,75.61,91.05,53.53,-37.03,70.36,-23.38
2021-03-24,-11.68,173.65,178.68,51.35,-4.59,37.27
2021-03-25,-39.78,70.94,48.58,18.49,74.02,-2.46
2021-03-26,55.5,82.32,36.84,-5.69,20.32,13.41
2021-03-29,-18.76,55.86,93.75,-38.88,43.53,-0.63
2021-03-30,-47.82,65.08,33.2,-15.43,33.09,45.64
2021-03-31,-44.87,26.74,104.38,22.2,25.99,66.23
2021-04-01,12.28,77.45,46.28,21.31,50.79,59.8
2021-04-02,20.43,132.07,57.61,-58.29,49.32,50.52
2021-04-05,-21.76,65.9,69.75,48.91,47.77,-2.35
2021-04-06,-24.34,26.99,89.98,9.14,27.86,97.81
2021-04-07,-2.76,58.8,106.74,1.91,39.25,34.67
2021-04-08,-35.9,118.16,175.73,-29.53,76.2,82.93
2021-04-09,61.09,177.19,73.58,-36.78,34.41,64.16
2021-04-12,61.13,195.72,185.94,0.29,76.42,53.83
2021-04-13,-44.43,121.4,78.14,32.69,49.86,64.21
2021-04-14,-30.42,32.8,59.32,-27.09,67.62,75.09
2021-04-15,130.24,75.51,127.25,27.77,42.11,40.74
2021-04-16,31.7,52.03,198.89,10.43,57.76,76.73
2021-04-19,-45.98,8.0,159.21,-6.99,26.97,40.64
2021-04-20,11.69,113.39,105.07,-39.02,63.57,79.25
2021-04-21,-26.33,11.96,129.64,-37.9,82.52,13.53
2021-04-22,-13.87,28.6,70.8,-71.47,68.16,15.68
2021-04-23,57.88,116.42,62.26,-0.01,-17.22,46.97
2021-04-26,-31.2,121.68,71.95,-33.96,58.61,40.21
2021-04-27,-29.0,100.16,125.42,-21.78,68.73,58.54
2021-04-28,-10.84,32.34,174.59,38.66,-11.66,30.06
2021-04-29,19.26,33.68,179.44,3.39,63.2,-5.98
2021-04-30,-14.01,81.68,165.2,-13.79,21.92,33.68
2021-05-03,98.6,93.63,114.17,35.54,85.42,94.59
2021-05-04,-35.55,166.58,51.48,-6.55,-15.21,48.95
2021-05-05,51.0,164.57,124.46,-19.25,84.42,37.32
2021-05-06,-51.42,56.52,121.16,21.14,21.23,26.95
2021-05-07,-65.41,13.8,55.15,-40.01,52.04,-14.19
2021-05-10,-9.88,7.68,188.32,-6.36,72.45,92.67
2021-05-11,-12.14,145.61,69.9,-3.33,66.78,64.72
2021-05-12,-100.03,56.89,119.97,-65.55,78.02,22.35
2021-05-13,-57.14,102.51,129.21,3.14,3.5,64.31
2021-05-14,41.7,8.76,105.56,6.8,23.62,72.11
2021-05-17,68.21,-10.73,115.33,6.52,40.73,41.5
2021-05-18,91.03,-5.72,48.73,-10.59,44.97,64.51
2021-05-19,70.4,148.96,179.01,21.73,58.11,38.83
2021-05-20,-34.67,128.12,160.36,37.75,61.56,-18.65
2021-05-21,13.77,-11.76,51.59,-4.52,26.32,89.99
2021-05-24,8.64,75.86,92.95,-38.55,35.73,30.44
2021-05-25,-25.86,64.05,15.74,-12.94,17.58,1.35
2021-05-26,42.1,153.77,66.74,5.13,75.21,76.98
2021-05-27,0.02,177.21,57.68,33.63,51.47,57.91
2021-05-28,54.82,112.58,65.64,-39.72,34.69,5.06
2021-05-31,46.36,193.29,61.41,3.21,65.16,17.24
2021-06-01,56.04,29.43,85.41,-8.64,55.84,26.31
2021-06-02,29.82,50.51,91.2,-34.78,72.07,15.18
2021-06-03,-33.86,24.36,59.79,-0.41,37.57,47.64
2021-06-04,-42.8,120.0,101.57,-23.24,-5.03,39.67
2021-06-07,16.27,68.21,79.48,-32.44,46.01,45.96
2021-06-08,0.13,129.89,185.93,65.09,60.45,53.15
2021-06-09,55.89,77.68,137.03,14.51,46.91,40.45
2021-06-10,-64.27,124.9,86.82,-6.47,41.51,106.97
2021-06-11,47.03,98.38,64.7,10.16,78.9,43.88
2021-06-14,8.19,110.01,212.13,-49.41,58.0,23.02
2021-06-15,-73.75,122.58,159.88,14.45,79.79,25.42
2021-06-16,44.97,143.78,100.22,-10.05,48.99,7.35
2021-06-17,16.45,214.13,62.76,14.1,61.64,66.22
2021-06-18,-23.4,71.27,43.48,44.96,-8.3,50.66
2021-06-21,-35.41,209.95,126.8,10.6,56.66,90.44
2021-06-22,54.98,102.04,97.35,-1.71,51.25,99.5
2021-06-23,-38.7,97.31,142.57,-21.56,25.68,-0.13
2021-06-24,82.25,40.06,148.73,-8.85,96.58,57.41
2021-06-25,-12.31,109.09,115.79,8.29,97.49,37.25
2021-06-28,23.08,100.33,156.92,-13.76,60.58,60.14
2021-06-29,10.39,99.89,47.67,-1.96,48.78,33.73
2021-06-30,6.99,203.58,81.5,24.81,60.1,75.81
2021-07-01,19.38,15.99,6.62,-6.23,61.65,83.66
2021-07-02,-49.49,95.05,47.35,-59.87,21.37,38.38
2021-07-05,72.42,127.37,149.47,-15.87,26.39,68.28
2021-07-06,39.84,130.78,203.9,-1.35,46.37,79.66
2021-07-07,28.98,172.02,135.35,12.0,56.5,54.83
2021-07-08,3.71,-13.35,141.43,61.1,-1.15,73.21
2021-07-09,0.46,109.5,83.84,-14.61,26.75,25.35
