date,美元指数,美元人民币,美元日元,美元欧元
2018-02-09,98.6557,8.1709,107.43,0.9942
2018-02-12,107.5198,4.2264,157.85,1.018
2018-02-13,97.2966,7.3628,88.42,1.1197
2018-02-14,100.4636,7.5005,126.29,1.1812
2018-02-15,78.0302,8.2393,119.13,1.0288
2018-02-16,96.0755,5.7575,167.91,0.9706
2018-02-19,92.7996,6.1642,169.95,1.1531
2018-02-20,88.1261,7.5391,74.59,1.2301
2018-02-21,98.0734,6.1667,92.57,1.0329
2018-02-22,77.4215,5.9302,77.83,1.4058
2018-02-23,91.9368,5.5784,122.39,1.0711
2018-02-26,74.7774,6.2966,98.76,1.0415
2018-02-27,92.5953,5.0168,120.19,1.0475
2018-02-28,95.0734,8.235,113.36,0.8778
2018-03-01,105.7973,5.1224,134.89,1.1038
2018-03-02,94.6457,7.7058,111.45,1.0132
2018-03-05,85.2062,8.226,91.08,1.202
2018-03-06,86.7458,5.8177,115.03,1.1016
2018-03-07,113.2272,6.3591,147.44,0.9846
2018-03-08,100.5116,7.9126,156.39,1.1204
2018-03-09,95.5975,5.5105,121.44,1.1387
2018-03-12,93.6275,8.0609,124.9,1.2057
2018-03-13,103.4566,8.0857,96.99,1.0934
2018-03-14,75.7249,7.971,131.07,0.9143
2018-03-15,93.8017,7.3041,101.36,1.1352
2018-03-16,92.3501,4.8133,114.16,1.1383
2018-03-19,106.5389,5.8267,117.5,1.1648
2018-03-20,84.1286,8.7737,126.65,1.0724
2018-03-21,88.2859,5.7696,112.04,1.0484
2018-03-22,111.9076,6.921,125.61,1.2973
2018-03-23,108.9164,6.6842,113.89,1.111
2018-03-26,74.924,3.554,113.63,1.3587
2018-03-27,86.4827,8.7381,125.44,1.1704
2018-03-28,100.7384,7.5924,89.08,1.1203
2018-03-29,101.0871,9.216,113.49,1.2295
2018-03-30,84.0065,6.5848,96.28,1.2674
2018-04-02,82.8902,6.8969,96.0,1.2175
2018-04-03,111.22,5.7245,102.31,0.962
2018-04-04,99.7471,4.8617,93.82,1.0349
2018-04-05,101.6999,7.8057,100.16,0.9909
2018-04-06,89.3024,6.2509,109.71,1.2324
2018-04-09,88.1655,5.5675,108.81,1.0165
2018-04-10,89.6053,6.4453,101.62,1.191
2018-04-11,102.5591,6.7888,166.31,1.1983
2018-04-12,96.6527,6.891,132.48,1.1623
2018-04-13,105.9989,5.2176,108.41,1.1667
2018-04-16,94.6035,6.3349,115.42,0.9164
2018-04-17,78.608,6.3112,112.87,0.9027
2018-04-18,97.72,4.2991,82.59,1.412
2018-04-19,89.7644,6.4667,82.93,1.0523
2018-04-20,102.8662,4.5534,141.06,0.914
2018-04-23,98.3924,3.3934,128.42,1.1802
2018-04-24,89.3072,6.1912,116.53,1.3712
2018-04-25,106.674,9.149,136.2,1.0693
2018-04-26,98.2911,6.9131,104.57,1.0046
2018-04-27,101.3534,9.0402,132.56,0.9422
2018-04-30,95.0106,7.9277,113.11,1.1095
2018-05-01,98.3873,6.7453,104.3,1.1384
2018-05-02,98.0645,6.2832,80.29,0.8363
2018-05-03,92.9739,5.9117,78.95,1.0555
2018-05-04,93.2485,7.8973,110.46,1.0777
2018-05-07,97.4628,7.7114,84.24,1.1769
2018-05-08,106.782,7.6054,106.99,0.9688
2018-05-09,97.3585,6.6161,93.82,0.9696
2018-05-10,71.5568,10.5279,105.78,1.198
2018-05-11,83.2808,8.1377,108.3,1.1357
2018-05-14,76.9251,7.0808,133.17,1.1146
2018-05-15,81.9349,9.1099,123.21,1.2853
2018-05-16,93.1615,7.1448,102.65,1.1698
2018-05-17,86.809,4.6933,87.68,1.0819
2018-05-18,96.4412,5.6675,105.55,1.1159
2018-05-21,78.1577,8.6211,112.99,1.0213
2018-05-22,87.899,8.4106,103.89,1.2872
2018-05-23,79.4741,5.4047,66.7,1.1572
2018-05-24,90.0286,8.4602,82.64,0.9171
2018-05-25,99.686,7.7858,111.07,1.1043
2018-05-28,77.8905,7.1536,86.03,1.3034
2018-05-29,92.5893,6.601,127.07,1.4363
2018-05-30,103.2978,7.3228,124.66,0.829
2018-05-31,99.3014,8.6872,104.76,1.1674
2018-06-01,87.5729,7.6353,105.98,1.0093
2018-06-04,92.1268,8.1496,114.91,1.2166
2018-06-05,87.6044,6.7256,135.22,1.1392
2018-06-06,107.8326,8.0934,86.36,0.6914
2018-06-07,96.9168,7.2384,112.36,1.116
2018-06-08,107.8037,7.3344,121.33,0.8206
2018-06-11,82.3395,5.962,104.3,0.6899
2018-06-12,109.328,8.8632,149.77,0.9946
2018-06-13,87.0168,9.583,115.83,1.2183
2018-06-14,94.8963,8.0217,134.47,1.3294
2018-06-15,106.0357,5.9051,114.98,1.4927
2018-06-18,90.9031,9.744,95.27,1.225
2018-06-19,98.1553,4.4969,133.6,0.988
2018-06-20,87.8536,3.9742,77.93,1.0839
2018-06-21,101.3816,7.778,88.46,0.9177
2018-06-22,93.4393,9.1135,105.39,1.1518
2018-06-25,107.6515,7.0108,99.03,0.7972
2018-06-26,95.2463,8.9332,85.81,1.2272
2018-06-27,96.8513,6.9558,125.66,1.1434
2018-06-28,85.5085,6.2359,123.54,0.8765
2018-06-29,84.9093,5.7396,71.2,1.1702
2018-07-02,88.1078,7.8076,93.37,1.1943
2018-07-03,99.4439,5.9133,109.49,0.888
2018-07-04,105.7932,5.928,86.97,1.335
2018-07-05,119.1904,8.0093,79.09,1.0138
2018-07-06,95.6586,7.0977,75.14,1.0765
2018-07-09,89.693,7.0706,112.98,1.1222
2018-07-10,88.7892,5.3955,90.99,1.2699
2018-07-11,102.3854,5.5848,89.73,1.0635
2018-07-12,97.6665,6.7601,88.59,1.115
2018-07-13,98.7213,6.5332,58.03,0.8742
2018-07-16,115.5171,7.8717,108.22,0.7816
2018-07-17,94.3267,6.6949,115.76,1.1812
2018-07-18,87.347,6.4209,109.91,1.3033
2018-07-19,94.562,6.5894,110.85,1.0892
2018-07-20,85.1114,6.3473,123.12,1.097
2018-07-23,107.489,7.021,117.88,1.0431
2018-07-24,95.0282,9.2434,96.0,1.1858
2018-07-25,93.0834,7.5198,112.23,1.2443
2018-07-26,103.8354,8.5034,91.12,0.9063
2018-07-27,95.6545,7.1482,144.32,1.119
2018-07-30,89.2143,7.9225,117.19,0.9846
2018-07-31,86.2834,6.9108,98.44,1.1039
2018-08-01,105.5043,4.3192,116.92,1.2772
2018-08-02,100.0661,7.8529,132.08,1.1766
2018-08-03,105.619,5.0994,118.69,0.945
2018-08-06,98.7296,6.0401,118.69,1.3272
2018-08-07,106.3169,6.2719,71.33,1.2042
2018-08-08,83.4334,8.2968,108.68,1.2353
2018-08-09,88.448,5.6171,125.58,1.0645
2018-08-10,93.1878,7.4639,131.11,1.0015
2018-08-13,91.5854,5.7502,118.54,0.9149
2018-08-14,87.1988,6.9383,118.87,1.2339
2018-08-15,95.0231,7.2019,102.04,0.8998
2018-08-16,105.0058,5.8857,112.52,1.0714
2018-08-17,116.7283,6.6618,76.2,1.2308
2018-08-20,94.7936,6.5279,117.37,0.9265
2018-08-21,102.7749,8.9441,67.14,1.2957
2018-08-22,79.3022,7.7851,129.43,1.1921
2018-08-23,77.7872,7.7233,99.95,1.1875
2018-08-24,110.1279,7.6061,81.36,1.357
2018-08-27,96.2997,6.7568,113.98,1.1817
2018-08-28,88.9324,8.3333,95.46,0.9641
2018-08-29,93.6883,8.1627,94.15,1.2788
2018-08-30,79.4045,7.9228,74.99,1.1381
2018-08-31,102.6083,7.7148,80.56,0.7709
2018-09-03,80.0088,4.2264,108.93,1.1972
2018-09-04,97.9775,5.5779,107.33,0.9384
2018-09-05,96.9468,8.5511,90.83,1.0584
2018-09-06,90.6479,5.5378,111.54,1.1242
2018-09-07,102.5236,7.7851,138.93,0.949
2018-09-10,80.4305,7.0236,112.82,1.1498
2018-09-11,95.6963,5.5274,136.03,1.1389
2018-09-12,107.8184,5.5751,88.91,1.0986
2018-09-13,97.1103,5.4182,101.72,0.9652
2018-09-14,101.5791,4.5654,127.31,1.0446
2018-09-17,94.728,6.1647,107.8,1.1666
2018-09-18,97.4478,3.9674,105.2,1.1015
2018-09-19,92.8063,5.361,108.55,1.1812
2018-09-20,79.2861,8.7337,147.35,1.0257
2018-09-21,86.4741,6.1306,116.1,0.8755
2018-09-24,97.8814,8.7134,132.83,1.104
2018-09-25,95.5356,9.5258,76.89,1.3267
2018-09-26,100.677,6.5318,101.41,1.1544
2018-09-27,91.0678,6.5763,112.54,1.2395
2018-09-28,100.7462,6.9099,93.66,0.9896
2018-10-01,110.8255,8.1858,124.62,1.0259
2018-10-02,90.9629,6.6396,91.38,0.8342
2018-10-03,94.4023,7.9049,120.72,1.0584
2018-10-04,101.053,6.9356,130.39,1.1228
2018-10-05,108.7219,5.6757,114.43,1.3179
2018-10-08,98.2858,8.3854,132.17,1.1339
2018-10-09,102.0635,7.0851,96.42,1.0588
2018-10-10,95.241,5.1195,130.61,1.1677
2018-10-11,98.5238,6.3368,156.15,0.896
2018-10-12,105.1558,7.4986,116.26,0.9122
2018-10-15,96.9767,8.8915,124.24,1.4651
2018-10-16,103.7894,8.7605,93.17,0.9997
2018-10-17,98.2518,6.9083,128.22,1.201
2018-10-18,85.0455,8.5032,108.65,0.8239
2018-10-19,91.5335,6.3296,120.77,1.088
2018-10-22,89.8183,8.081,89.37,1.0356
2018-10-23,98.9501,6.5832,99.79,1.236
2018-10-24,91.8568,6.7268,86.23,1.0945
2018-10-25,90.0813,7.1502,82.57,0.8976
2018-10-26,103.1647,5.34,134.04,1.3915
2018-10-29,103.5862,7.2236,91.4,1.1037
2018-10-30,93.2127,8.1079,138.23,1.2152
2018-10-31,109.7348,6.6498,111.15,1.124
2018-11-01,118.0903,4.8845,99.63,1.0652
2018-11-02,102.1027,7.5882,147.59,1.2431
2018-11-05,88.5676,10.4397,70.48,1.1148
2018-11-06,90.8997,7.9875,99.57,1.1256
2018-11-07,109.5676,6.5764,94.55,1.1297
2018-11-08,100.8552,9.0066,113.48,1.1743
2018-11-09,88.3198,5.7816,138.17,1.1724
2018-11-12,96.215,3.4683,62.53,1.1402
2018-11-13,101.5934,4.7254,95.73,1.051
2018-11-14,105.3988,6.2467,91.56,1.3864
2018-11-15,99.4435,5.1336,102.65,1.015
2018-11-16,91.1941,8.8566,88.97,1.1456
2018-11-19,101.8366,6.7812,115.5,0.9715
2018-11-20,78.404,6.7224,79.51,0.9851
2018-11-21,102.9435,7.6939,106.99,1.284
2018-11-22,80.8285,5.4545,103.49,1.2626
2018-11-23,86.3839,6.9022,120.03,1.1537
2018-11-26,82.8376,6.754,128.88,1.1642
2018-11-27,95.2211,6.7008,94.98,0.8832
2018-11-28,75.7732,4.6403,64.8,1.0907
2018-11-29,76.8736,8.1675,130.74,1.076
2018-11-30,106.4445,6.0805,107.73,1.0495
2018-12-03,92.4873,6.7682,78.88,1.071
2018-12-04,111.1268,4.9297,116.42,1.0205
2018-12-05,82.7675,6.955,89.15,0.9087
2018-12-06,77.9166,6.6892,106.59,1.3492
2018-12-07,79.9798,6.6771,96.89,1.3003
2018-12-10,100.4233,9.4952,128.02,1.1837
2018-12-11,106.3023,8.0079,109.76,1.0059
2018-12-12,94.6451,5.5504,103.49,1.1692
2018-12-13,98.28,6.5485,70.97,0.9289
2018-12-14,108.2501,6.7246,93.04,1.1006
2018-12-17,114.6912,7.5757,108.23,0.9978
2018-12-18,88.8577,7.4109,119.3,1.0352
2018-12-19,83.6517,8.1485,122.54,1.1604
2018-12-20,110.6568,8.5963,108.35,0.9381
2018-12-21,101.7484,9.0636,153.29,0.7985
2018-12-24,97.1888,8.5429,61.86,1.2153
2018-12-25,94.4279,8.9913,138.91,1.476
2018-12-26,89.8868,7.8094,133.58,0.971
2018-12-27,76.6729,5.9448,106.54,1.0286
2018-12-28,85.7643,6.3232,133.27,1.1438
2018-12-31,98.6646,7.5397,119.39,1.2365
2019-01-01,97.5417,7.2843,105.1,1.0368
2019-01-02,89.4688,7.6504,95.24,1.2153
2019-01-03,81.1512,6.3757,105.47,1.1207
2019-01-04,97.5865,7.6222,74.47,1.0686
2019-01-07,89.9304,7.7428,110.14,1.0174
2019-01-08,93.0589,6.1951,130.14,0.9637
2019-01-09,98.4795,7.4991,92.46,1.1663
2019-01-10,98.0546,8.8106,124.92,0.8203
2019-01-11,102.1612,5.0156,120.4,1.0059
2019-01-14,88.248,6.6128,124.0,1.1618
2019-01-15,97.6353,6.4294,119.76,1.1924
2019-01-16,96.8154,6.8929,84.89,0.85
2019-01-17,100.3099,6.5,93.57,1.2148
2019-01-18,95.6975,7.4146,131.56,1.2015
2019-01-21,97.1494,5.8083,108.99,0.8453
2019-01-22,85.6472,9.9575,117.31,1.3046
2019-01-23,75.1515,5.1133,141.94,0.8789
2019-01-24,87.0422,8.1862,84.47,1.3539
2019-01-25,80.7072,6.9744,93.43,0.7419
2019-01-28,96.3724,6.9085,109.82,1.0883
2019-01-29,96.5712,5.2343,76.97,1.148
2019-01-30,112.5741,4.477,94.17,0.9784
2019-01-31,89.8571,7.0031,120.21,0.987
2019-02-01,95.7115,6.6073,56.51,0.999
2019-02-04,92.7017,5.2681,104.93,1.0189
2019-02-05,74.808,6.5055,150.65,0.9744
2019-02-06,105.2884,7.4497,109.42,1.1795
2019-02-07,100.577,4.9018,111.9,1.229
2019-02-08,76.871,4.2513,111.58,1.2262
2019-02-11,107.3994,5.3284,106.0,1.3438
2019-02-12,83.2583,7.1562,113.52,1.3858
2019-02-13,107.465,5.9458,104.24,0.9395
2019-02-14,90.871,6.1108,89.77,1.0265
2019-02-15,82.4057,7.6412,107.06,1.2308
2019-02-18,81.6812,7.9229,105.06,1.4815
2019-02-19,102.9449,6.0072,109.43,0.9968
2019-02-20,100.1576,7.9221,114.54,1.1043
2019-02-21,95.3131,7.5592,143.27,0.8572
2019-02-22,91.667,5.8991,100.23,1.1311
2019-02-25,110.2941,5.5736,109.6,0.85
2019-02-26,75.6725,7.7739,98.2,1.1274
2019-02-27,83.1209,5.021,99.09,1.0575
2019-02-28,92.0116,7.6925,99.14,1.0687
2019-03-01,94.4021,8.6192,142.5,0.9677
2019-03-04,95.9634,7.3015,100.91,0.7382
2019-03-05,103.5555,4.6804,113.49,1.2722
2019-03-06,96.7311,9.5435,98.86,1.175
2019-03-07,92.6937,6.3897,107.96,0.9509
2019-03-08,101.9549,6.4601,139.86,1.1384
2019-03-11,95.0848,4.4224,138.7,0.8806
2019-03-12,79.343,6.71,99.9,0.8838
2019-03-13,98.0087,6.8485,143.1,1.1352
2019-03-14,79.9918,9.9247,128.49,0.9846
2019-03-15,85.9619,4.3782,96.06,0.9508
2019-03-18,96.7475,8.1622,86.76,0.8834
2019-03-19,81.0985,7.1133,134.33,0.9473
2019-03-20,99.4987,9.0974,89.48,1.0217
2019-03-21,106.2589,5.5735,142.09,1.1802
2019-03-22,106.1006,7.6113,121.69,0.8853
2019-03-25,97.094,5.6134,101.61,1.3029
2019-03-26,98.951,8.8896,125.08,1.2408
2019-03-27,101.1834,5.4502,119.26,1.1479
2019-03-28,99.8467,8.1188,135.07,1.0022
2019-03-29,95.3734,8.2966,111.04,1.0088
2019-04-01,99.1681,8.5801,137.66,0.9597
2019-04-02,90.3152,5.7079,82.09,0.9585
2019-04-03,96.8166,7.3853,94.92,1.1528
2019-04-04,109.5676,5.166,135.84,0.9336
2019-04-05,89.4906,7.9541,111.95,1.1591
2019-04-08,94.8308,9.1666,104.71,0.8557
2019-04-09,84.0768,5.2657,124.64,1.1956
2019-04-10,80.0397,8.5746,115.67,0.8738
2019-04-11,100.8598,8.7819,123.45,1.285
2019-04-12,73.7762,6.5017,117.06,0.8199
2019-04-15,105.382,9.6991,131.42,1.2057
2019-04-16,87.6821,5.865,115.72,1.139
2019-04-17,101.4298,6.52,117.18,0.9834
2019-04-18,90.8815,8.277,89.53,1.0534
2019-04-19,91.4189,6.6683,120.52,1.2105
2019-04-22,100.8271,7.3381,94.5,1.1856
2019-04-23,90.1999,6.079,78.16,0.9141
2019-04-24,98.6689,5.072,141.79,0.7485
2019-04-25,71.9005,8.7849,94.91,1.1186
2019-04-26,75.8183,5.6725,126.6,0.7125
2019-04-29,105.0549,7.5585,114.42,1.192
2019-04-30,85.598,7.7497,109.44,1.0675
2019-05-01,93.6635,6.5783,94.51,1.2368
2019-05-02,114.2157,7.6417,97.12,1.1052
2019-05-03,79.6616,4.1769,71.64,0.8976
2019-05-06,94.7794,6.5152,58.98,0.8993
2019-05-07,87.0318,8.6788,117.35,1.1444
2019-05-08,103.9987,6.3172,96.44,1.1632
2019-05-09,100.4386,7.5281,81.51,1.2877
2019-05-10,90.6063,7.5941,73.12,1.0238
2019-05-13,111.7105,7.0657,120.13,1.2061
2019-05-14,100.2498,6.4665,88.13,1.1785
2019-05-15,83.0871,9.186,87.66,0.9324
2019-05-16,106.099,6.1873,96.83,1.2498
2019-05-17,85.279,8.5939,75.07,1.387
2019-05-20,108.8803,6.7949,45.49,1.2628
2019-05-21,112.4192,9.7271,83.3,0.9802
2019-05-22,81.8147,8.3562,77.91,1.0462
2019-05-23,98.7455,7.8876,79.13,1.282
2019-05-24,87.3169,6.2773,91.56,1.1697
2019-05-27,87.0566,7.7152,118.84,1.143
2019-05-28,95.0336,5.7897,89.33,1.1447
2019-05-29,98.795,5.8971,95.37,1.0111
2019-05-30,114.4096,10.4424,60.36,0.7186
2019-05-31,94.4249,6.2532,125.44,1.4966
2019-06-03,97.0913,6.1214,107.53,1.1259
2019-06-04,76.9407,9.3113,119.34,1.1177
2019-06-05,101.3651,7.8481,102.18,0.9446
2019-06-06,98.7283,9.3392,118.77,1.2413
2019-06-07,93.5115,5.3372,102.18,1.2607
2019-06-10,95.5009,5.6555,130.72,0.9592
2019-06-11,75.9061,7.7645,96.35,0.8125
2019-06-12,101.72,9.8838,139.6,1.3602
2019-06-13,94.9185,6.099,140.81,1.1523
2019-06-14,93.3819,6.5274,130.51,0.8824
2019-06-17,98.7352,7.1598,69.66,1.0962
2019-06-18,91.6188,8.1882,103.83,1.2354
2019-06-19,94.5058,10.2086,131.79,1.3232
2019-06-20,91.8389,7.2011,106.08,1.1689
2019-06-21,107.3586,8.6034,99.29,1.0067
2019-06-24,82.9645,10.2837,99.95,1.073
2019-06-25,105.0478,6.195,114.9,1.1059
2019-06-26,113.1275,7.321,120.28,1.3307
2019-06-27,95.5705,5.8194,110.02,1.2446
2019-06-28,99.0477,4.6116,71.94,1.0266
2019-07-01,109.2825,6.0145,142.94,1.2684
2019-07-02,88.7217,7.6651,98.48,1.0545
2019-07-03,90.0375,3.4155,99.85,1.1869
2019-07-04,89.3973,7.6116,95.79,1.0486
2019-07-05,102.3634,5.8658,148.21,0.9792
2019-07-08,106.3631,10.2985,96.87,1.3044
2019-07-09,106.7195,6.9473,159.56,1.14
2019-07-10,97.9145,9.3665,87.0,1.178
2019-07-11,90.6199,5.5828,130.49,1.0418
2019-07-12,92.7809,6.0689,69.37,1.1927
2019-07-15,102.6443,8.1292,76.18,1.0236
2019-07-16,83.8244,10.0193,96.29,1.0213
2019-07-17,85.6304,7.3709,107.53,1.0363
2019-07-18,83.276,8.1712,137.51,1.0611
2019-07-19,91.2304,4.266,108.43,1.0821
2019-07-22,84.6748,7.1693,133.36,1.0729
2019-07-23,99.4469,6.0836,96.65,1.3538
2019-07-24,108.159,4.0058,86.73,1.547
2019-07-25,83.8248,9.1274,103.21,0.852
2019-07-26,103.16,11.0006,105.02,1.1303
2019-07-29,99.9558,9.2252,100.02,0.951
2019-07-30,98.0421,8.3384,137.55,1.0315
2019-07-31,96.997,7.5187,88.82,1.371
2019-08-01,80.2736,6.1668,126.57,1.0359
2019-08-02,90.5827,6.2484,130.71,1.1693
2019-08-05,80.4847,6.3719,115.23,0.9858
2019-08-06,98.053,6.7723,98.63,0.849
2019-08-07,89.3834,7.0672,124.98,1.2051
2019-08-08,95.7451,9.2698,84.8,1.1039
2019-08-09,68.7719,5.3145,138.33,1.2864
2019-08-12,91.876,5.0701,142.11,1.2342
2019-08-13,93.2181,7.4243,92.9,1.2665
2019-08-14,87.9463,7.5268,131.51,1.2084
2019-08-15,102.1206,6.4153,117.42,0.8389
2019-08-16,96.8503,6.1147,114.78,0.978
2019-08-19,93.4354,7.4011,149.25,1.3239
2019-08-20,97.811,7.3034,127.22,0.9862
2019-08-21,93.6008,6.6967,105.31,0.9094
2019-08-22,102.5457,9.092,97.34,1.0248
2019-08-23,77.8887,7.0817,104.22,1.2716
2019-08-26,80.8205,6.1753,87.61,1.1306
2019-08-27,88.0412,3.8946,125.1,0.8533
2019-08-28,104.9428,6.3346,95.42,1.1252
2019-08-29,100.6963,7.7371,95.15,1.0159
2019-08-30,110.308,5.9241,99.15,1.233
2019-09-02,111.1496,5.164,118.92,0.8975
2019-09-03,83.0159,8.1388,81.43,1.1197
2019-09-04,94.8008,4.2757,142.56,1.0214
2019-09-05,91.4115,8.5245,153.07,1.149
2019-09-06,94.2776,7.7981,103.15,1.2542
2019-09-09,95.8274,5.3785,82.79,0.8159
2019-09-10,94.5392,6.8833,133.92,0.9743
2019-09-11,93.0496,7.4837,107.59,1.1114
2019-09-12,96.0436,6.8102,117.29,1.3617
2019-09-13,87.887,6.6039,92.42,1.1658
2019-09-16,105.5312,7.7413,78.82,1.1355
2019-09-17,92.3122,9.4363,104.21,0.9456
2019-09-18,97.7711,4.8335,119.27,0.8341
2019-09-19,95.9522,6.2413,133.73,0.6902
2019-09-20,84.6691,5.7602,122.8,0.9181
2019-09-23,89.9375,7.8038,87.26,1.196
2019-09-24,101.269,5.397,111.84,1.2074
2019-09-25,112.8885,7.81,120.28,1.135
2019-09-26,91.8736,8.7625,85.01,1.2672
2019-09-27,94.2336,9.2509,96.37,1.0252
2019-09-30,90.847,10.3993,104.32,1.0933
2019-10-01,75.7608,7.4916,105.69,1.0006
2019-10-02,90.8813,6.2148,116.36,1.1293
2019-10-03,91.0795,6.7585,103.09,1.1805
2019-10-04,110.8907,7.6798,117.75,1.3299
2019-10-07,100.9423,8.6875,119.06,1.087
2019-10-08,96.4143,6.1914,150.08,1.1181
2019-10-09,90.2567,6.4466,113.85,1.3021
2019-10-10,90.8901,7.5815,133.45,0.8981
2019-10-11,97.0711,7.501,109.12,1.0088
2019-10-14,91.6768,7.7626,122.58,1.1871
2019-10-15,99.6006,9.7565,131.43,1.1303
2019-10-16,107.0724,6.9728,90.57,1.3551
2019-10-17,76.033,6.5587,75.42,0.9178
2019-10-18,96.9668,4.83,74.75,1.0238
2019-10-21,112.6729,7.766,138.86,1.0517
2019-10-22,74.061,6.3234,122.94,0.9732
2019-10-23,105.7699,7.3614,84.45,1.1377
2019-10-24,113.0622,5.6401,126.25,0.9594
2019-10-25,106.0019,4.5141,79.63,1.0855
2019-10-28,88.4867,6.5802,127.45,1.205
2019-10-29,98.283,7.0956,68.85,1.1303
2019-10-30,95.0641,4.8484,73.4,1.0636
2019-10-31,87.7866,8.5398,107.05,1.2873
2019-11-01,96.3574,7.6283,135.47,0.9892
2019-11-04,104.9451,6.9942,115.19,0.9623
2019-11-05,104.2035,5.5088,121.54,1.1933
2019-11-06,100.6503,6.3683,93.39,1.1376
2019-11-07,92.1637,7.2107,126.15,1.3359
2019-11-08,89.2113,9.6486,108.15,1.259
2019-11-11,112.8614,7.2154,79.86,1.4076
2019-11-12,70.9434,6.6492,121.04,1.0019
2019-11-13,87.824,4.2485,75.26,1.0642
2019-11-14,71.6957,5.544,101.95,1.0787
2019-11-15,81.8189,6.5852,120.65,1.2215
2019-11-18,89.2907,6.5658,106.61,1.316
2019-11-19,86.9973,6.0773,110.28,1.1989
2019-11-20,101.7243,4.1772,135.22,1.2528
2019-11-21,93.6763,7.4544,106.27,1.2049
2019-11-22,94.0361,7.2044,107.43,1.1069
2019-11-25,98.4712,5.9165,94.81,1.0247
2019-11-26,121.2096,7.5383,117.89,1.1654
2019-11-27,90.1871,6.6375,129.74,1.1515
2019-11-28,88.4961,6.0395,111.14,0.868
2019-11-29,96.0101,6.3006,132.74,0.996
2019-12-02,87.0981,4.2297,154.06,0.7718
2019-12-03,77.1882,4.284,85.21,1.1724
2019-12-04,89.8826,8.4037,102.69,1.1219
2019-12-05,116.3686,6.2048,95.07,1.085
2019-12-06,101.3194,4.3949,78.06,1.2516
2019-12-09,92.3982,6.6783,145.07,1.1424
2019-12-10,77.8985,5.7681,151.52,1.202
2019-12-11,109.4932,5.4756,108.94,1.1219
2019-12-12,101.1001,8.3971,75.24,1.1827
2019-12-13,94.4954,5.3935,102.94,1.0203
2019-12-16,104.3801,6.5842,57.85,1.0304
2019-12-17,91.4305,6.3828,113.71,1.2899
2019-12-18,89.8239,6.2692,140.64,1.2163
2019-12-19,98.6557,7.3869,100.04,1.3912
2019-12-20,85.8398,8.2332,141.56,1.2287
2019-12-23,95.4821,7.1354,99.43,1.1231
2019-12-24,93.7391,5.7941,131.51,1.1248
2019-12-25,93.0021,8.5405,83.66,1.0074
2019-12-26,108.1598,8.0369,87.48,1.3771
2019-12-27,77.5752,7.2275,83.98,1.1129
2019-12-30,88.1093,7.9705,106.3,0.9375
2019-12-31,96.6229,8.02,121.35,1.0493
2020-01-01,101.9142,10.2422,94.64,0.9768
2020-01-02,108.1409,5.5968,109.43,0.8861
2020-01-03,102.8576,6.6191,103.08,0.9004
2020-01-06,108.7609,7.596,114.54,0.8878
2020-01-07,105.3688,8.1887,110.15,1.1112
2020-01-08,96.5165,8.0424,135.76,0.8061
2020-01-09,94.9123,8.5057,114.05,0.8834
2020-01-10,89.8212,9.3881,132.15,1.0981
2020-01-13,90.5357,5.8309,116.24,1.2944
2020-01-14,88.8798,9.074,129.95,0.9222
2020-01-15,110.8724,7.9711,139.26,1.0537
2020-01-16,96.8901,7.6395,87.4,0.9321
2020-01-17,84.0281,7.0695,117.99,1.1672
2020-01-20,88.3002,8.9788,170.98,1.3511
2020-01-21,88.2024,5.6897,85.33,0.9808
2020-01-22,106.5055,7.2017,108.94,0.939
2020-01-23,93.1043,7.9089,136.6,0.7762
2020-01-24,82.5435,8.0709,105.42,1.1235
2020-01-27,95.2512,6.4387,107.44,0.7774
2020-01-28,88.1637,6.261,103.65,1.1454
2020-01-29,83.6814,7.4683,109.93,1.1466
2020-01-30,107.8642,8.5186,103.55,1.2002
2020-01-31,102.0334,5.6893,120.62,1.3384
2020-02-03,107.4936,7.1053,161.48,1.05
2020-02-04,86.7256,5.5595,132.71,1.3413
2020-02-05,93.8985,8.741,112.58,1.3115
2020-02-06,97.7271,7.7737,100.06,1.1867
2020-02-07,82.3338,5.4377,116.69,1.2978
2020-02-10,88.3349,5.1251,108.98,1.1896
2020-02-11,96.9052,7.503,80.5,0.9652
2020-02-12,92.2293,8.2116,145.29,1.077
2020-02-13,102.7199,4.4568,137.19,1.2078
2020-02-14,100.3438,6.4903,109.48,1.2887
2020-02-17,89.7244,7.7466,105.98,1.2874
2020-02-18,95.8313,4.5501,86.79,1.1014
2020-02-19,98.171,3.7125,108.37,0.6471
2020-02-20,97.2139,5.0924,100.41,1.1311
2020-02-21,100.9063,8.3607,96.79,1.3653
2020-02-24,102.2801,7.4427,109.76,1.1534
2020-02-25,76.8472,5.0305,124.47,0.979
2020-02-26,80.5512,7.0176,95.48,1.0119
2020-02-27,74.1007,7.1651,89.3,0.8155
2020-02-28,103.2827,6.1217,122.96,1.2691
2020-03-02,91.84,9.7965,98.6,1.1583
2020-03-03,109.9197,7.9532,110.43,0.9069
2020-03-04,101.5885,6.931,125.83,0.8504
2020-03-05,88.728,8.5505,89.84,1.0621
2020-03-06,105.7577,6.4463,149.39,0.8824
2020-03-09,86.3871,7.7213,112.17,1.2111
2020-03-10,90.6946,6.5818,61.14,1.0413
2020-03-11,81.3307,5.2453,127.99,1.2637
